iter	Passed	Remaining
1665	76222	152535
1666	76266	152487
1667	76306	152430
1668	76348	152377
1669	76388	152319
1670	76429	152264
1671	76467	152203
1672	76509	152149
1673	76551	152097
1674	76592	152041
1675	76631	151982
1676	76672	151928
1677	76716	151879
1678	76758	151825
1679	76800	151771
1680	76842	151718
1681	76885	151668
1682	76927	151615
1683	76967	151558
1684	77008	151504
1685	77049	151448
1686	77091	151395
1687	77131	151339
1688	77173	151285
1689	77213	151229
1690	77254	151174
1691	77291	151111
1692	77334	151060
1693	77377	151008
1694	77421	150960
1695	77465	150911
1696	77509	150861
1697	77550	150807
1698	77592	150755
1699	77632	150699
1700	77673	150643
1701	77713	150586
1702	77753	150530
1703	77794	150475
1704	77832	150415
1705	77875	150364
1706	77916	150309
1707	77957	150256
1708	77999	150201
1709	78042	150151
1710	78083	150097
1711	78123	150041
1712	78166	149989
1713	78208	149937
1714	78250	149885
1715	78292	149833
1716	78334	149780
1717	78376	149727
1718	78417	149673
1719	78459	149620
1720	78501	149567
1721	78541	149511
1722	78582	149456
1723	78623	149402
1724	78663	149345
1725	78705	149293
1726	78746	149239
1727	78787	149186
1728	78829	149132
1729	78869	149077
1730	78910	149022
1731	78953	148971
1732	78996	148921
1733	79037	148868
1734	79078	148813
1735	79120	148760
1736	79161	148707
1737	79203	148654
1738	79244	148601
1739	79285	148546
1740	79327	148494
1741	79367	148438
1742	79409	148385
1743	79449	148330
1744	79490	148275
1745	79535	148228
1746	79579	148180
1747	79621	148128
1748	79661	148072
1749	79702	148018
1750	79743	147964
1751	79783	147909
1752	79825	147856
1753	79867	147805
1754	79910	147755
1755	79951	147701
1756	79992	147646
1757	80032	147590
1758	80074	147539
1759	80113	147480
1760	80153	147425
1761	80196	147376
1762	80237	147321
1763	80277	147266
1764	80319	147213
1765	80359	147159
1766	80400	147105
1767	80440	147049
1768	80482	146997
1769	80524	146946
1770	80566	146893
1771	80609	146844
1772	80650	146789
1773	80690	146734
1774	80731	146680
1775	80773	146629
1776	80815	146577
1777	80858	146527
1778	80898	146472
1779	80940	146421
1780	80982	146369
1781	81024	146316
1782	81066	146265
1783	81111	146219
1784	81154	146168
1785	81196	146116
1786	81239	146067
1787	81282	146017
1788	81322	145962
1789	81361	145905
1790	81401	145850
1791	81444	145799
1792	81483	145744
1793	81526	145693
1794	81567	145640
1795	81607	145584
1796	81649	145533
1797	81690	145480
1798	81733	145429
1799	81775	145379
1800	81816	145325
1801	81858	145273
1802	81900	145222
1803	81943	145171
1804	81982	145116
1805	82024	145063
1806	82067	145015
1807	82109	144962
1808	82152	144914
1809	82195	144864
1810	82236	144811
1811	82278	144759
1812	82321	144709
1813	82362	144656
1814	82404	144605
1815	82444	144550
1816	82487	144501
1817	82527	144445
1818	82570	144396
1819	82608	144338
1820	82650	144286
1821	82694	144238
1822	82735	144185
1823	82777	144134
1824	82817	144080
1825	82860	144030
1826	82901	143977
1827	82942	143923
1828	82983	143871
1829	83025	143819
1830	83063	143762
1831	83104	143709
1832	83147	143659
1833	83188	143606
1834	83231	143557
1835	83271	143503
1836	83313	143451
1837	83355	143399
1838	83397	143349
1839	83438	143296
1840	83478	143242
1841	83520	143190
1842	83561	143138
1843	83602	143084
1844	83641	143029
1845	83683	142978
1846	83723	142923
1847	83768	142877
1848	83809	142824
1849	83851	142774
1850	83894	142724
1851	83935	142671
1852	83975	142618
1853	84016	142564
1854	84059	142516
1855	84101	142464
1856	84143	142414
1857	84183	142360
1858	84224	142307
1859	84268	142259
1860	84311	142210
1861	84352	142157
1862	84393	142105
1863	84435	142055
1864	84476	142002
1865	84518	141951
1866	84559	141899
1867	84600	141846
1868	84642	141795
1869	84682	141741
1870	84722	141687
1871	84764	141636
1872	84808	141588
1873	84849	141536
1874	84890	141484
1875	84932	141433
1876	84976	141386
1877	85018	141334
1878	85059	141282
1879	85100	141230
1880	85139	141174
1881	85183	141127
1882	85225	141076
1883	85266	141023
1884	85307	140972
1885	85349	140922
1886	85391	140871
1887	85434	140822
1888	85475	140770
1889	85514	140714
1890	85555	140661
1891	85597	140610
1892	85639	140560
1893	85680	140508
1894	85720	140455
1895	85760	140401
1896	85804	140353
1897	85846	140304
1898	85889	140254
1899	85930	140202
1900	85972	140151
1901	86013	140099
1902	86055	140048
1903	86097	139998
1904	86136	139943
1905	86176	139890
1906	86217	139837
1907	86258	139785
1908	86299	139733
1909	86341	139683
1910	86384	139634
1911	86428	139586
1912	86471	139538
1913	86513	139489
1914	86553	139435
1915	86594	139382
1916	86635	139330
1917	86675	139277
1918	86718	139229
1919	86760	139177
1920	86802	139127
1921	86842	139075
1922	86883	139022
1923	86927	138975
1924	86968	138924
1925	87011	138875
1926	87051	138821
1927	87093	138771
1928	87134	138720
1929	87175	138668
1930	87216	138615
1931	87257	138564
1932	87297	138510
1933	87336	138456
1934	87376	138402
1935	87416	138348
1936	87458	138299
1937	87500	138248
1938	87543	138199
1939	87582	138144
1940	87624	138095
1941	87667	138046
1942	87708	137994
1943	87749	137944
1944	87791	137893
1945	87833	137844
1946	87874	137792
1947	87916	137741
1948	87956	137687
1949	87999	137640
1950	88039	137587
1951	88081	137536
1952	88122	137484
1953	88164	137436
1954	88207	137387
1955	88249	137337
1956	88289	137284
1957	88331	137233
1958	88369	137177
1959	88410	137126
1960	88452	137076
1961	88496	137029
1962	88537	136978
1963	88579	136928
1964	88619	136875
1965	88661	136825
1966	88703	136775
1967	88744	136724
1968	88785	136672
1969	88828	136624
1970	88870	136574
1971	88911	136523
1972	88952	136471
1973	88994	136422
1974	89038	136374
1975	89079	136323
1976	89119	136270
1977	89159	136219
1978	89203	136171
1979	89245	136122
1980	89286	136070
1981	89327	136019
1982	89370	135971
1983	89413	135922
1984	89458	135877
1985	89498	135824
1986	89538	135772
1987	89578	135720
1988	89619	135667
1989	89660	135617
1990	89702	135566
1991	89743	135515
1992	89786	135468
1993	89828	135418
1994	89871	135371
1995	89914	135321
1996	89955	135270
1997	89995	135218
1998	90038	135170
1999	90077	135115
2000	90120	135068
2001	90162	135019
2002	90203	134967
2003	90242	134913
2004	90282	134861
2005	90322	134808
2006	90363	134756
2007	90404	134705
2008	90445	134654
2009	90486	134604
2010	90528	134554
2011	90567	134501
2012	90610	134453
2013	90651	134401
2014	90692	134351
2015	90733	134299
2016	90774	134249
2017	90814	134196
2018	90855	134146
2019	90896	134095
2020	90939	134046
2021	90983	134001
2022	91028	133955
2023	91071	133907
2024	91115	133861
2025	91156	133809
2026	91201	133765
2027	91248	133722
2028	91297	133684
2029	91341	133637
2030	91386	133592
2031	91428	133543
2032	91470	133493
2033	91508	133439
2034	91552	133391
2035	91592	133339
2036	91635	133292
2037	91679	133245
2038	91720	133195
2039	91761	133144
2040	91803	133094
2041	91846	133046
2042	91888	132998
2043	91930	132948
2044	91971	132897
2045	92014	132849
2046	92056	132800
2047	92099	132753
2048	92141	132704
2049	92184	132655
2050	92226	132606
2051	92268	132557
2052	92313	132512
2053	92354	132461
2054	92396	132412
2055	92440	132365
2056	92481	132315
2057	92522	132264
2058	92563	132214
2059	92602	132160
2060	92644	132112
2061	92686	132063
2062	92730	132015
2063	92771	131965
2064	92813	131917
2065	92854	131865
2066	92898	131819
2067	92940	131771
2068	92982	131721
2069	93024	131672
2070	93065	131622
2071	93107	131572
2072	93148	131522
2073	93189	131472
2074	93232	131424
2075	93277	131379
2076	93317	131327
2077	93359	131277
2078	93400	131227
2079	93441	131177
2080	93482	131127
2081	93526	131080
2082	93568	131032
2083	93610	130982
2084	93655	130938
2085	93698	130889
2086	93738	130838
2087	93782	130792
2088	93827	130747
2089	93898	130738
2090	93971	130733
2091	94040	130721
2092	94118	130722
2093	94190	130715
2094	94262	130707
2095	94340	130708
2096	94416	130705
2097	94490	130700
2098	94562	130693
2099	94632	130683
2100	94703	130673
2101	94777	130668
2102	94852	130664
2103	94927	130661
2104	95001	130654
2105	95073	130647
2106	95147	130641
2107	95222	130637
2108	95302	130640
2109	95383	130643
2110	95455	130635
2111	95529	130630
2112	95601	130621
2113	95679	130619
2114	95752	130612
2115	95826	130606
2116	95903	130604
2117	95975	130595
2118	96044	130582
2119	96120	130578
2120	96188	130564
2121	96266	130563
2122	96337	130551
2123	96408	130541
2124	96482	130534
2125	96557	130529
2126	96628	130518
2127	96697	130504
2128	96774	130502
2129	96848	130495
2130	96924	130491
2131	96995	130479
2132	97063	130465
2133	97134	130453
2134	97208	130445
2135	97281	130436
2136	97352	130425
2137	97426	130418
2138	97504	130415
2139	97572	130401
2140	97645	130391
2141	97718	130383
2142	97799	130383
2143	97865	130366
2144	97939	130358
2145	98015	130352
2146	98087	130342
2147	98164	130337
2148	98243	130335
2149	98315	130324
2150	98388	130315
2151	98459	130302
2152	98537	130300
2153	98609	130288
2154	98685	130283
2155	98756	130270
2156	98832	130264
2157	98908	130258
2158	98981	130248
2159	99057	130242
2160	99133	130236
2161	99211	130231
2162	99270	130202
2163	99311	130151
2164	99352	130098
2165	99396	130051
2166	99439	130000
2167	99481	129950
2168	99525	129901
2169	99565	129848
2170	99605	129795
2171	99647	129744
2172	99688	129690
2173	99730	129640
2174	99773	129591
2175	99816	129540
2176	99857	129488
2177	99896	129434
2178	99937	129382
2179	99979	129330
2180	100019	129277
2181	100058	129223
2182	100099	129170
2183	100142	129121
2184	100186	129073
2185	100226	129019
2186	100266	128966
2187	100307	128914
2188	100349	128864
2189	100389	128810
2190	100432	128761
2191	100473	128708
2192	100514	128656
2193	100555	128604
2194	100596	128552
2195	100637	128500
2196	100677	128446
2197	100718	128395
2198	100759	128342
2199	100801	128292
2200	100844	128243
2201	100885	128191
2202	100926	128139
2203	100970	128090
2204	101012	128040
2205	101054	127990
2206	101092	127935
2207	101133	127882
2208	101176	127832
2209	101220	127784
2210	101261	127732
2211	101305	127685
2212	101345	127632
2213	101385	127579
2214	101427	127528
2215	101469	127477
2216	101511	127426
2217	101552	127375
2218	101594	127325
2219	101634	127272
2220	101675	127220
2221	101718	127170
2222	101760	127121
2223	101801	127069
2224	101843	127018
2225	101884	126966
2226	101925	126915
2227	101966	126863
2228	102006	126810
2229	102044	126754
2230	102086	126704
2231	102124	126649
2232	102164	126596
2233	102204	126543
2234	102248	126495
2235	102288	126442
2236	102330	126391
2237	102373	126342
2238	102413	126290
2239	102453	126237
2240	102495	126187
2241	102538	126137
2242	102578	126085
2243	102619	126033
2244	102661	125983
2245	102703	125932
2246	102745	125883
2247	102787	125832
2248	102828	125780
2249	102871	125732
2250	102910	125678
2251	102953	125629
2252	102995	125578
2253	103037	125528
2254	103080	125479
2255	103123	125430
2256	103167	125381
2257	103210	125333
2258	103250	125280
2259	103293	125232
2260	103335	125181
2261	103375	125129
2262	103416	125077
2263	103455	125024
2264	103496	124972
2265	103538	124922
2266	103578	124870
2267	103621	124821
2268	103666	124773
2269	103708	124724
2270	103753	124678
2271	103794	124626
2272	103835	124574
2273	103877	124524
2274	103918	124474
2275	103959	124422
2276	104000	124371
2277	104041	124319
2278	104082	124268
2279	104122	124216
2280	104162	124164
2281	104204	124113
2282	104243	124060
2283	104284	124009
2284	104327	123960
2285	104368	123909
2286	104408	123857
2287	104449	123805
2288	104491	123755
2289	104532	123704
2290	104574	123654
2291	104614	123601
2292	104655	123550
2293	104700	123504
2294	104740	123451
2295	104781	123400
2296	104822	123349
2297	104866	123302
2298	104909	123253
2299	104951	123203
2300	104991	123152
2301	105031	123099
2302	105071	123047
2303	105114	122998
2304	105154	122946
2305	105196	122896
2306	105234	122842
2307	105275	122790
2308	105316	122740
2309	105356	122687
2310	105397	122637
2311	105438	122585
2312	105481	122537
2313	105522	122486
2314	105564	122436
2315	105605	122385
2316	105645	122333
2317	105686	122282
2318	105728	122233
2319	105771	122184
2320	105810	122131
2321	105852	122080
2322	105892	122029
2323	105936	121982
2324	105977	121930
2325	106018	121880
2326	106060	121830
2327	106102	121780
2328	106143	121730
2329	106184	121679
2330	106226	121629
2331	106269	121580
2332	106311	121531
2333	106354	121483
2334	106398	121435
2335	106439	121384
2336	106482	121336
2337	106524	121287
2338	106564	121235
2339	106606	121185
2340	106648	121135
2341	106690	121086
2342	106731	121034
2343	106773	120985
2344	106813	120933
2345	106857	120886
2346	106899	120836
2347	106941	120787
2348	106986	120741
2349	107026	120689
2350	107068	120639
2351	107110	120590
2352	107152	120540
2353	107192	120489
2354	107234	120439
2355	107277	120390
2356	107317	120339
2357	107358	120288
2358	107399	120238
2359	107440	120188
2360	107481	120136
2361	107525	120089
2362	107566	120039
2363	107608	119989
2364	107648	119938
2365	107689	119888
2366	107729	119835
2367	107772	119787
2368	107815	119738
2369	107856	119688
2370	107897	119638
2371	107939	119589
2372	107980	119538
2373	108019	119486
2374	108064	119439
2375	108105	119389
2376	108144	119336
2377	108187	119288
2378	108227	119237
2379	108269	119187
2380	108310	119137
2381	108354	119089
2382	108395	119039
2383	108437	118989
2384	108478	118939
2385	108521	118891
2386	108565	118844
2387	108605	118793
2388	108646	118742
2389	108688	118693
2390	108731	118644
2391	108773	118595
2392	108815	118546
2393	108857	118497
2394	108899	118447
2395	108941	118399
2396	108982	118348
2397	109023	118298
2398	109064	118248
2399	109105	118197
2400	109148	118149
2401	109190	118100
2402	109231	118049
2403	109272	117999
2404	109311	117947
2405	109351	117896
2406	109394	117847
2407	109436	117798
2408	109476	117747
2409	109519	117699
2410	109560	117649
2411	109602	117600
2412	109646	117553
2413	109687	117502
2414	109727	117451
2415	109767	117400
2416	109808	117350
2417	109849	117299
2418	109893	117253
2419	109938	117206
2420	109980	117157
2421	110020	117106
2422	110064	117059
2423	110105	117010
2424	110149	116963
2425	110192	116915
2426	110232	116864
2427	110276	116816
2428	110318	116767
2429	110357	116715
2430	110399	116666
2431	110439	116615
2432	110483	116568
2433	110522	116515
2434	110564	116466
2435	110604	116416
2436	110641	116361
2437	110684	116314
2438	110727	116265
2439	110768	116215
2440	110809	116166
2441	110852	116117
2442	110894	116068
2443	110935	116019
2444	110976	115968
2445	111017	115919
2446	111061	115872
2447	111104	115824
2448	111145	115774
2449	111186	115724
2450	111229	115676
2451	111269	115625
2452	111311	115576
2453	111354	115528
2454	111395	115478
2455	111433	115426
2456	111474	115376
2457	111517	115328
2458	111559	115279
2459	111601	115230
2460	111644	115182
2461	111685	115132
2462	111725	115082
2463	111765	115031
2464	111805	114980
2465	111843	114927
2466	111885	114878
2467	111926	114829
2468	111968	114780
2469	112010	114731
2470	112050	114680
2471	112091	114630
2472	112132	114580
2473	112173	114531
2474	112215	114482
2475	112259	114436
2476	112303	114388
2477	112343	114338
2478	112384	114288
2479	112424	114237
2480	112465	114188
2481	112507	114139
2482	112548	114089
2483	112589	114040
2484	112628	113988
2485	112671	113940
2486	112714	113892
2487	112755	113843
2488	112799	113796
2489	112840	113746
2490	112878	113694
2491	112921	113646
2492	112962	113596
2493	113003	113547
2494	113045	113498
2495	113086	113448
2496	113128	113400
2497	113169	113350
2498	113211	113301
2499	113253	113253
2500	113294	113203
2501	113340	113159
2502	113380	113108
2503	113423	113060
2504	113466	113013
2505	113507	112963
2506	113548	112913
2507	113588	112864
2508	113629	112814
2509	113670	112765
2510	113715	112719
2511	113756	112670
2512	113799	112621
2513	113842	112575
2514	113885	112526
2515	113927	112478
2516	113969	112430
2517	114012	112382
2518	114054	112334
2519	114098	112287
2520	114139	112238
2521	114181	112189
2522	114224	112141
2523	114265	112092
2524	114307	112043
2525	114348	111994
2526	114392	111947
2527	114434	111899
2528	114474	111849
2529	114514	111798
2530	114557	111751
2531	114599	111703
2532	114640	111653
2533	114683	111606
2534	114726	111558
2535	114767	111508
2536	114807	111459
2537	114849	111410
2538	114890	111361
2539	114931	111311
2540	114972	111261
2541	115015	111214
2542	115056	111165
2543	115099	111118
2544	115139	111067
2545	115180	111017
2546	115221	110969
2547	115260	110917
2548	115300	110867
2549	115341	110818
2550	115385	110772
2551	115428	110724
2552	115469	110675
2553	115510	110625
2554	115552	110577
2555	115594	110529
2556	115636	110481
2557	115674	110429
2558	115715	110379
2559	115757	110331
2560	115801	110285
2561	115842	110235
2562	115884	110187
2563	115924	110137
2564	115969	110091
2565	116007	110040
2566	116048	109990
2567	116087	109939
2568	116129	109891
2569	116172	109844
2570	116216	109797
2571	116258	109749
2572	116299	109700
2573	116340	109651
2574	116382	109603
2575	116423	109553
2576	116467	109507
2577	116507	109457
2578	116547	109407
2579	116590	109359
2580	116627	109307
2581	116667	109256
2582	116707	109207
2583	116749	109158
2584	116789	109109
2585	116831	109060
2586	116871	109011
2587	116913	108962
2588	116954	108913
2589	116994	108863
2590	117036	108815
2591	117079	108768
2592	117120	108718
2593	117163	108672
2594	117204	108623
2595	117243	108572
2596	117285	108523
2597	117327	108475
2598	117368	108426
2599	117409	108378
2600	117451	108330
2601	117492	108280
2602	117534	108232
2603	117575	108183
2604	117615	108134
2605	117659	108087
2606	117700	108038
2607	117739	107988
2608	117780	107939
2609	117823	107891
2610	117864	107843
2611	117906	107794
2612	117948	107747
2613	117990	107699
2614	118033	107652
2615	118076	107604
2616	118119	107557
2617	118158	107507
2618	118197	107456
2619	118237	107406
2620	118278	107357
2621	118319	107308
2622	118359	107259
2623	118400	107210
2624	118439	107159
2625	118480	107110
2626	118521	107062
2627	118562	107013
2628	118605	106965
2629	118647	106918
2630	118689	106870
2631	118732	106823
2632	118775	106776
2633	118815	106726
2634	118857	106678
2635	118894	106626
2636	118935	106577
2637	118977	106529
2638	119018	106481
2639	119059	106431
2640	119101	106383
2641	119144	106337
2642	119185	106288
2643	119229	106242
2644	119269	106192
2645	119311	106145
2646	119352	106096
2647	119394	106048
2648	119434	105998
2649	119476	105951
2650	119518	105903
2651	119560	105855
2652	119602	105807
2653	119643	105759
2654	119683	105709
2655	119724	105660
2656	119764	105610
2657	119806	105563
2658	119846	105513
2659	119887	105465
2660	119929	105416
2661	119970	105368
2662	120012	105320
2663	120055	105274
2664	120095	105224
2665	120136	105175
2666	120182	105131
2667	120223	105083
2668	120264	105034
2669	120307	104987
2670	120346	104937
2671	120386	104888
2672	120426	104838
2673	120468	104790
2674	120508	104741
2675	120549	104692
2676	120589	104642
2677	120632	104595
2678	120672	104547
2679	120718	104502
2680	120760	104454
2681	120801	104406
2682	120843	104359
2683	120887	104312
2684	120928	104264
2685	120972	104218
2686	121014	104170
2687	121055	104122
2688	121096	104073
2689	121136	104024
2690	121177	103975
2691	121217	103926
2692	121259	103878
2693	121302	103832
2694	121347	103786
2695	121419	103764
2696	121490	103742
2697	121563	103720
2698	121643	103706
2699	121723	103690
2700	121800	103672
2701	121869	103647
2702	121948	103631
2703	122024	103612
2704	122097	103591
2705	122173	103571
2706	122247	103551
2707	122327	103535
2708	122396	103510
2709	122468	103487
2710	122541	103466
2711	122610	103441
2712	122682	103419
2713	122756	103397
2714	122832	103378
2715	122906	103357
2716	122982	103337
2717	123049	103311
2718	123124	103290
2719	123199	103270
2720	123274	103249
2721	123349	103228
2722	123422	103206
2723	123495	103184
2724	123569	103163
2725	123636	103136
2726	123708	103113
2727	123780	103089
2728	123855	103068
2729	123927	103046
2730	123993	103018
2731	124072	102999
2732	124143	102976
2733	124210	102948
2734	124283	102925
2735	124360	102906
2736	124437	102887
2737	124509	102863
2738	124583	102841
2739	124658	102820
2740	124727	102794
2741	124801	102772
2742	124876	102751
2743	124950	102729
2744	125019	102702
2745	125096	102682
2746	125172	102662
2747	125247	102640
2748	125320	102617
2749	125394	102595
2750	125469	102574
2751	125545	102553
2752	125619	102530
2753	125691	102506
2754	125764	102483
2755	125834	102457
2756	125907	102434
2757	125971	102403
2758	126051	102385
2759	126127	102364
2760	126196	102337
2761	126271	102315
2762	126346	102293
2763	126417	102268
2764	126483	102238
2765	126556	102215
2766	126615	102179
2767	126657	102131
2768	126698	102082
2769	126740	102033
2770	126782	101984
2771	126823	101934
2772	126865	101885
2773	126903	101834
2774	126945	101785
2775	126987	101736
2776	127029	101688
2777	127073	101640
2778	127115	101591
2779	127156	101541
2780	127197	101492
2781	127238	101442
2782	127277	101392
2783	127320	101343
2784	127360	101293
2785	127401	101244
2786	127441	101193
2787	127481	101143
2788	127523	101095
2789	127565	101046
2790	127605	100996
2791	127644	100945
2792	127688	100897
2793	127729	100848
2794	127771	100799
2795	127813	100751
2796	127853	100701
2797	127895	100652
2798	127935	100602
2799	127978	100554
2800	128018	100504
2801	128061	100456
2802	128110	100413
2803	128157	100368
2804	128207	100326
2805	128258	100284
2806	128306	100240
2807	128354	100196
2808	128402	100153
2809	128448	100107
2810	128495	100062
2811	128542	100017
2812	128590	99974
2813	128637	99929
2814	128711	99905
2815	128765	99866
2816	128813	99822
2817	128860	99778
2818	128908	99734
2819	128954	99688
2820	128999	99641
2821	129041	99593
2822	129082	99543
2823	129124	99495
2824	129168	99448
2825	129211	99400
2826	129251	99350
2827	129291	99300
2828	129330	99249
2829	129371	99200
2830	129413	99151
2831	129455	99102
2832	129498	99055
2833	129539	99005
2834	129581	98957
2835	129623	98908
2836	129664	98859
2837	129707	98811
2838	129750	98764
2839	129791	98715
2840	129833	98666
2841	129875	98618
2842	129918	98569
2843	129959	98520
2844	129999	98470
2845	130040	98421
2846	130082	98373
2847	130122	98322
2848	130165	98275
2849	130205	98225
2850	130248	98177
2851	130289	98128
2852	130331	98079
2853	130375	98032
2854	130417	97984
2855	130459	97936
2856	130503	97889
2857	130544	97839
2858	130585	97790
2859	130626	97741
2860	130665	97691
2861	130706	97641
2862	130752	97596
2863	130793	97547
2864	130834	97497
2865	130873	97447
2866	130914	97398
2867	130957	97350
2868	130999	97302
2869	131037	97251
2870	131077	97201
2871	131119	97152
2872	131162	97104
2873	131206	97057
2874	131249	97010
2875	131294	96964
2876	131334	96914
2877	131375	96865
2878	131417	96817
2879	131458	96768
2880	131499	96718
2881	131541	96670
2882	131582	96621
2883	131624	96573
2884	131664	96523
2885	131706	96474
2886	131748	96426
2887	131789	96377
2888	131833	96331
2889	131872	96280
2890	131914	96232
2891	131954	96182
2892	131996	96133
2893	132039	96086
2894	132082	96039
2895	132122	95989
2896	132164	95940
2897	132185	95877
2898	132227	95829
2899	132268	95780
2900	132308	95730
2901	132350	95682
2902	132395	95636
2903	132438	95589
2904	132479	95540
2905	132521	95491
2906	132564	95444
2907	132605	95395
2908	132645	95346
2909	132686	95297
2910	132728	95249
2911	132769	95200
2912	132811	95151
2913	132852	95103
2914	132893	95054
2915	132936	95006
2916	132978	94958
2917	133021	94911
2918	133063	94862
2919	133104	94814
2920	133146	94765
2921	133188	94717
2922	133229	94668
2923	133268	94618
2924	133308	94569
2925	133350	94520
2926	133392	94472
2927	133434	94424
2928	133476	94376
2929	133518	94328
2930	133560	94280
2931	133600	94231
2932	133642	94183
2933	133682	94133
2934	133722	94083
2935	133762	94034
2936	133805	93987
2937	133846	93938
2938	133885	93888
2939	133927	93840
2940	133969	93792
2941	134009	93742
2942	134052	93695
2943	134094	93647
2944	134135	93598
2945	134177	93550
2946	134217	93501
2947	134258	93452
2948	134300	93404
2949	134343	93357
2950	134386	93310
2951	134428	93262
2952	134473	93215
2953	134514	93167
2954	134558	93120
2955	134600	93072
2956	134640	93023
2957	134682	92975
2958	134722	92926
2959	134761	92876
2960	134801	92826
2961	134844	92779
2962	134885	92730
2963	134928	92683
2964	134971	92636
2965	135016	92590
2966	135056	92541
2967	135099	92494
2968	135141	92446
2969	135183	92398
2970	135223	92349
2971	135264	92300
2972	135307	92253
2973	135348	92204
2974	135390	92156
2975	135430	92107
2976	135470	92058
2977	135511	92009
2978	135552	91961
2979	135593	91912
2980	135634	91863
2981	135675	91814
2982	135717	91767
2983	135759	91719
2984	135800	91670
2985	135839	91620
2986	135881	91573
2987	135921	91524
2988	135962	91475
2989	136003	91427
2990	136044	91378
2991	136084	91329
2992	136125	91281
2993	136167	91233
2994	136209	91185
2995	136250	91136
2996	136291	91088
2997	136334	91040
2998	136375	90992
2999	136416	90944
3000	136458	90896
3001	136500	90848
3002	136542	90801
3003	136585	90753
3004	136626	90705
3005	136667	90657
3006	136710	90609
3007	136752	90562
3008	136796	90515
3009	136837	90467
3010	136879	90419
3011	136920	90370
3012	136958	90321
3013	136999	90272
3014	137039	90223
3015	137081	90175
3016	137123	90127
3017	137164	90079
3018	137207	90032
3019	137245	89981
3020	137286	89933
3021	137330	89887
3022	137370	89838
3023	137412	89790
3024	137455	89743
3025	137495	89694
3026	137534	89645
3027	137573	89595
3028	137618	89549
3029	137660	89501
3030	137701	89453
3031	137740	89404
3032	137781	89355
3033	137823	89308
3034	137865	89260
3035	137907	89212
3036	137951	89166
3037	137989	89116
3038	138033	89069
3039	138073	89020
3040	138115	88973
3041	138157	88925
3042	138199	88878
3043	138240	88829
3044	138279	88780
3045	138320	88732
3046	138362	88684
3047	138405	88637
3048	138445	88589
3049	138488	88541
3050	138529	88493
3051	138572	88446
3052	138613	88398
3053	138656	88351
3054	138700	88305
3055	138741	88257
3056	138785	88210
3057	138826	88162
3058	138866	88113
3059	138909	88066
3060	138950	88018
3061	138991	87970
3062	139032	87922
3063	139073	87873
3064	139115	87826
3065	139157	87778
3066	139199	87731
3067	139241	87684
3068	139283	87636
3069	139326	87589
3070	139368	87542
3071	139409	87494
3072	139450	87445
3073	139489	87396
3074	139529	87347
3075	139567	87297
3076	139606	87248
3077	139650	87202
3078	139689	87152
3079	139732	87105
3080	139775	87059
3081	139818	87012
3082	139858	86963
3083	139899	86915
3084	139939	86866
3085	139983	86820
3086	140025	86773
3087	140067	86725
3088	140107	86676
3089	140151	86630
3090	140190	86581
3091	140204	86516
3092	140247	86469
3093	140287	86421
3094	140329	86373
3095	140369	86325
3096	140409	86276
3097	140450	86228
3098	140491	86180
3099	140531	86132
3100	140572	86084
3101	140614	86037
3102	140656	85989
3103	140696	85940
3104	140739	85893
3105	140782	85847
3106	140824	85799
3107	140866	85752
3108	140908	85705
3109	140949	85657
3110	140993	85611
3111	141035	85563
3112	141076	85515
3113	141116	85467
3114	141158	85419
3115	141198	85371
3116	141240	85324
3117	141281	85276
3118	141325	85230
3119	141366	85182
3120	141407	85134
3121	141446	85085
3122	141488	85037
3123	141528	84989
3124	141570	84942
3125	141611	84894
3126	141653	84846
3127	141694	84799
3128	141736	84751
3129	141777	84703
3130	141821	84657
3131	141865	84612
3132	141907	84564
3133	141948	84516
3134	141991	84470
3135	142032	84422
3136	142074	84375
3137	142114	84326
3138	142158	84280
3139	142200	84233
3140	142240	84184
3141	142283	84138
3142	142325	84090
3143	142369	84045
3144	142410	83997
3145	142449	83948
3146	142493	83902
3147	142536	83855
3148	142577	83807
3149	142618	83760
3150	142659	83712
3151	142699	83663
3152	142740	83616
3153	142782	83568
3154	142824	83521
3155	142868	83475
3156	142911	83429
3157	142951	83380
3158	142994	83334
3159	143035	83286
3160	143075	83238
3161	143118	83191
3162	143160	83144
3163	143201	83096
3164	143242	83048
3165	143285	83002
3166	143327	82955
3167	143369	82908
3168	143413	82862
3169	143456	82815
3170	143498	82768
3171	143538	82720
3172	143578	82671
3173	143617	82623
3174	143659	82576
3175	143702	82529
3176	143741	82480
3177	143781	82432
3178	143822	82384
3179	143863	82337
3180	143903	82288
3181	143945	82241
3182	143986	82194
3183	144027	82146
3184	144066	82097
3185	144107	82049
3186	144150	82003
3187	144194	81957
3188	144235	81909
3189	144275	81861
3190	144316	81813
3191	144356	81766
3192	144398	81718
3193	144438	81670
3194	144481	81624
3195	144524	81577
3196	144565	81530
3197	144608	81483
3198	144648	81435
3199	144690	81388
3200	144733	81341
3201	144776	81295
3202	144820	81249
3203	144863	81203
3204	144904	81155
3205	144947	81108
3206	144990	81062
3207	145033	81016
3208	145075	80969
3209	145117	80922
3210	145158	80874
3211	145198	80826
3212	145238	80778
3213	145279	80730
3214	145322	80684
3215	145364	80637
3216	145405	80590
3217	145447	80542
3218	145489	80495
