iter	MAE	RMSE
998	6.852647483	9.42958415
999	6.85130603	9.427355471
1000	6.850372689	9.425930772
1001	6.849159481	9.424185558
1002	6.848040165	9.422666092
1003	6.846933824	9.421041159
1004	6.84583467	9.419198563
1005	6.84493372	9.418124385
1006	6.843699153	9.415930094
1007	6.842046505	9.413702786
1008	6.841039436	9.41220725
1009	6.839296797	9.409564931
1010	6.838858666	9.408773374
1011	6.83780713	9.407274477
1012	6.837078193	9.406253425
1013	6.836037831	9.404902298
1014	6.834614804	9.402872131
1015	6.83247146	9.400073417
1016	6.831259615	9.39834055
1017	6.829967384	9.396608246
1018	6.829060128	9.395277968
1019	6.827169891	9.393166696
1020	6.82617388	9.391709841
1021	6.82483993	9.38991476
1022	6.823485803	9.38797672
1023	6.821184643	9.384720048
1024	6.820203517	9.382981237
1025	6.817984284	9.379584023
1026	6.816625869	9.377714711
1027	6.815661928	9.376458033
1028	6.813976738	9.374206896
1029	6.812794751	9.372613026
1030	6.810960768	9.370291882
1031	6.809524392	9.368223854
1032	6.807983444	9.36628836
1033	6.806513299	9.364444683
1034	6.805084665	9.362740271
1035	6.803364249	9.360507587
1036	6.802033923	9.358649449
1037	6.801200216	9.357224538
1038	6.799526021	9.355291414
1039	6.797633689	9.352770071
1040	6.795669378	9.350189423
1041	6.794360722	9.34832077
1042	6.792978652	9.346496928
1043	6.791877116	9.344989383
1044	6.790105097	9.342621501
1045	6.787653702	9.339694584
1046	6.786589316	9.338315086
1047	6.785260937	9.336398102
1048	6.783860582	9.33470607
1049	6.782269606	9.332676444
1050	6.780824955	9.330659129
1051	6.780362362	9.330054663
1052	6.77882191	9.327993125
1053	6.77704303	9.325344917
1054	6.775502453	9.322798512
1055	6.773552513	9.319688517
1056	6.772196484	9.318109606
1057	6.769866608	9.314778204
1058	6.768228978	9.312955881
1059	6.767137546	9.311182427
1060	6.765710301	9.309270486
1061	6.764479736	9.307749023
1062	6.763065998	9.30571732
1063	6.762032292	9.304438107
1064	6.760757868	9.302543035
1065	6.759366796	9.300436547
1066	6.75811379	9.29912729
1067	6.756787494	9.297463928
1068	6.755375949	9.295456947
1069	6.754040582	9.293580447
1070	6.753030146	9.292309002
1071	6.751611474	9.290460604
1072	6.750299186	9.288724727
1073	6.750054865	9.288265299
1074	6.748772893	9.286780215
1075	6.747258629	9.284740665
1076	6.745603126	9.282369427
1077	6.744783418	9.281461804
1078	6.743934176	9.280215578
1079	6.741836016	9.27746214
1080	6.740228134	9.275401441
1081	6.738814919	9.273252955
1082	6.737137373	9.270823568
1083	6.735956043	9.269052848
1084	6.734422604	9.266735158
1085	6.731283426	9.262659849
1086	6.730357461	9.26122881
1087	6.729299757	9.259762556
1088	6.727866722	9.257736809
1089	6.726639317	9.255913331
1090	6.725027065	9.253887517
1091	6.723681883	9.251838817
1092	6.721572292	9.249094225
1093	6.719997879	9.246803593
1094	6.718403646	9.244668548
1095	6.716814913	9.242562589
1096	6.716178022	9.241745455
1097	6.714502768	9.239267353
1098	6.713171802	9.237698619
1099	6.711345975	9.235056227
1100	6.709427643	9.232634815
1101	6.708629373	9.231480678
1102	6.706931271	9.229080622
1103	6.705472951	9.227141045
1104	6.703232692	9.224155168
1105	6.701201329	9.221130255
1106	6.698893696	9.218194139
1107	6.697297967	9.215875193
1108	6.69638958	9.214286311
1109	6.694911807	9.212330405
1110	6.693668461	9.210497207
1111	6.691915788	9.208282426
1112	6.690756712	9.206622791
1113	6.689075374	9.204481696
1114	6.688157814	9.203361827
1115	6.687089546	9.202142312
1116	6.686005802	9.200779188
1117	6.685130919	9.199562457
1118	6.683514777	9.197388438
1119	6.68197089	9.195154666
1120	6.680360673	9.192780517
1121	6.679163602	9.191262423
1122	6.677099343	9.188891237
1123	6.675463208	9.186447956
1124	6.673879531	9.184518088
1125	6.672340447	9.182184071
1126	6.67134607	9.180868475
1127	6.669486665	9.178564652
1128	6.667693176	9.176025127
1129	6.667243673	9.175498138
1130	6.666265486	9.174181906
1131	6.664603912	9.171693265
1132	6.663579536	9.170265792
1133	6.662667609	9.168984875
1134	6.661354991	9.167289055
1135	6.660252944	9.165782026
1136	6.658818168	9.16370752
1137	6.657423313	9.1616739
1138	6.656287991	9.160146701
1139	6.654569849	9.157987691
1140	6.65281043	9.155685509
1141	6.651789367	9.154451589
1142	6.649729077	9.151927584
1143	6.647968527	9.149409516
1144	6.646162237	9.146945581
1145	6.644225283	9.144400045
1146	6.643184464	9.142895267
1147	6.641436565	9.140505671
1148	6.640251164	9.138774684
1149	6.639721544	9.137885347
1150	6.638825009	9.136570961
1151	6.637800443	9.13495629
1152	6.636596021	9.133211726
1153	6.635244586	9.131301859
1154	6.633311693	9.128374239
1155	6.631932691	9.126522736
1156	6.630418799	9.124611779
1157	6.629457413	9.123075645
1158	6.62837635	9.121631678
1159	6.626875237	9.119687194
1160	6.625805306	9.118381348
1161	6.623977555	9.115781907
1162	6.621644694	9.112191032
1163	6.620057875	9.110339093
1164	6.619002376	9.10897015
1165	6.617668189	9.107012754
1166	6.616038483	9.104579569
1167	6.614932157	9.103246415
1168	6.613924227	9.101871165
1169	6.61251491	9.100039776
1170	6.61095162	9.097575164
1171	6.610036112	9.096361821
1172	6.609175026	9.095411601
1173	6.607775455	9.093337987
1174	6.605599151	9.090436789
1175	6.604391367	9.088862841
1176	6.60337941	9.087253156
1177	6.602212269	9.085786112
1178	6.601117132	9.084417708
1179	6.599748001	9.082818454
1180	6.598757177	9.08152654
1181	6.597010122	9.079465266
1182	6.595863382	9.077928281
1183	6.594421261	9.076215215
1184	6.592851922	9.074419397
1185	6.591108685	9.072179324
1186	6.589770348	9.070205303
1187	6.588250811	9.067973316
1188	6.586796661	9.065899703
1189	6.58530007	9.063934446
1190	6.584117129	9.061944463
1191	6.582522672	9.05961806
1192	6.581481455	9.05841488
1193	6.580291462	9.056861635
1194	6.578868237	9.055097573
1195	6.578082089	9.053965374
1196	6.576987225	9.052257527
1197	6.575583025	9.050508415
1198	6.574120045	9.048278219
1199	6.572959902	9.046730154
1200	6.571818322	9.045157787
1201	6.570697027	9.043568096
1202	6.568948862	9.041400547
1203	6.567933115	9.039934021
1204	6.566856228	9.037969252
1205	6.565407761	9.035760671
1206	6.564208915	9.034008939
1207	6.563379428	9.032642652
1208	6.562010781	9.030804153
1209	6.560064867	9.0288072
1210	6.559129453	9.027679882
1211	6.55834798	9.026434545
1212	6.557182399	9.02470755
1213	6.556232376	9.02360479
1214	6.554632974	9.021654957
1215	6.55310317	9.019385414
1216	6.551404537	9.016804277
1217	6.550490035	9.015571347
1218	6.549557222	9.014269498
1219	6.54803641	9.012131509
1220	6.546785427	9.010789129
1221	6.545560677	9.008888255
1222	6.544307122	9.007110884
1223	6.543057183	9.005525144
1224	6.541735919	9.003788532
1225	6.540815269	9.002365804
1226	6.539153993	8.999952989
1227	6.537795658	8.99804437
1228	6.536183165	8.996192757
1229	6.535172406	8.99470623
1230	6.534194485	8.993338206
1231	6.532945054	8.991519393
1232	6.531680883	8.989642512
1233	6.530447841	8.987966556
1234	6.529247632	8.986140286
1235	6.528206314	8.984704808
1236	6.527055758	8.983297606
1237	6.526063053	8.982014108
1238	6.525074575	8.980636577
1239	6.523741318	8.978544532
1240	6.5225766	8.976639418
1241	6.520716818	8.974234918
1242	6.519292951	8.972001763
1243	6.517935983	8.969795743
1244	6.516543542	8.967875076
1245	6.515453617	8.966053937
1246	6.514781043	8.964998097
1247	6.513302287	8.962818269
1248	6.512115342	8.961337773
1249	6.510216667	8.958369671
1250	6.509261209	8.957123646
1251	6.507960739	8.955446844
1252	6.506658957	8.953686937
1253	6.505386286	8.951772885
1254	6.504241417	8.950250321
1255	6.503090445	8.948425471
1256	6.501877308	8.946750226
1257	6.500837712	8.945051027
1258	6.499376205	8.943066318
1259	6.495981504	8.938625367
1260	6.494592788	8.936881468
1261	6.493770847	8.935762213
1262	6.492726526	8.934384701
1263	6.491666207	8.932748303
1264	6.489384844	8.929869195
1265	6.488096123	8.928089278
1266	6.487331748	8.927217294
1267	6.48554345	8.924781551
1268	6.48457937	8.923439816
1269	6.483615541	8.922093693
1270	6.482465465	8.920382938
1271	6.481186093	8.918424869
1272	6.479995526	8.916659491
1273	6.47930152	8.915505298
1274	6.478492313	8.914305373
1275	6.477354919	8.91238699
1276	6.477312014	8.912335003
1277	6.47664512	8.911290134
1278	6.475011966	8.909132132
1279	6.473939315	8.907778
1280	6.472539897	8.906084314
1281	6.471378701	8.904328381
1282	6.470530879	8.903170718
1283	6.469313207	8.901338338
1284	6.467826204	8.899364376
1285	6.466757992	8.897719934
1286	6.464652503	8.895343455
1287	6.46348619	8.893778364
1288	6.46289315	8.892948001
1289	6.461248634	8.890724509
1290	6.460340447	8.889419291
1291	6.458541216	8.887448911
1292	6.457157509	8.885514287
1293	6.456124149	8.884243678
1294	6.455039753	8.882678666
1295	6.454229939	8.881842556
1296	6.452062949	8.879057764
1297	6.45038096	8.876643772
1298	6.449364077	8.875443608
1299	6.447760964	8.872847333
1300	6.445796344	8.870197863
1301	6.444881282	8.868925547
1302	6.443841112	8.867681479
1303	6.442478355	8.865911184
1304	6.441048412	8.864217432
1305	6.439949475	8.862668644
1306	6.438109774	8.860596621
1307	6.436570063	8.858508897
1308	6.434613351	8.85601215
1309	6.433120933	8.853969784
1310	6.432349673	8.852921217
1311	6.431538079	8.85174009
1312	6.430211999	8.850296746
1313	6.428887103	8.848640733
1314	6.427699781	8.846856719
1315	6.426231327	8.84480958
1316	6.42475727	8.842799517
1317	6.423570093	8.841062001
1318	6.422515161	8.839518482
1319	6.421925984	8.838609551
1320	6.420582298	8.837127536
1321	6.419900568	8.836009096
1322	6.41895891	8.834829952
1323	6.417485913	8.832779256
1324	6.416599672	8.831546591
1325	6.41521551	8.82975737
1326	6.414305896	8.828316011
1327	6.413072051	8.826883485
1328	6.411608801	8.824976493
1329	6.410398196	8.823357209
1330	6.409411125	8.822034963
1331	6.408290435	8.820447324
1332	6.406632406	8.817840046
1333	6.404959316	8.815925374
1334	6.40390232	8.814367018
1335	6.402878145	8.812530125
1336	6.400656825	8.809669133
1337	6.399340503	8.807833079
1338	6.398291867	8.806532873
1339	6.396459168	8.80415621
1340	6.395303762	8.802692855
1341	6.393015001	8.799797994
1342	6.391679375	8.798136672
1343	6.390808629	8.797097981
1344	6.388829947	8.794341724
1345	6.387328906	8.79196303
1346	6.386397202	8.790551788
1347	6.385329338	8.78880858
1348	6.384213956	8.78713534
1349	6.382739857	8.784971894
1350	6.381583005	8.783287505
1351	6.380478664	8.781682737
1352	6.37951281	8.780244772
1353	6.378454818	8.778740224
1354	6.37688243	8.776659386
1355	6.37588658	8.775235057
1356	6.37481403	8.773688031
1357	6.374033429	8.772552165
1358	6.372457513	8.770546601
1359	6.371676883	8.769469556
1360	6.370284325	8.767397892
1361	6.369202758	8.766106549
1362	6.367897295	8.764526381
1363	6.36648845	8.762532458
1364	6.365577537	8.761179075
1365	6.364918161	8.760193801
1366	6.364021885	8.758954139
1367	6.363150537	8.757797618
1368	6.361933547	8.755856505
1369	6.360443653	8.7536991
1370	6.359029855	8.751595004
1371	6.357592082	8.749486352
1372	6.356038549	8.74719886
1373	6.354735803	8.745402648
1374	6.353520359	8.743632924
1375	6.352260439	8.741832086
1376	6.351302163	8.74051071
1377	6.350578603	8.739431222
1378	6.349607274	8.738284098
1379	6.348181762	8.736351312
1380	6.346834223	8.734357906
1381	6.345476665	8.732491235
1382	6.344005375	8.730445306
1383	6.342797846	8.729018956
1384	6.341537717	8.727245301
1385	6.340606212	8.72565254
1386	6.339121796	8.723537789
1387	6.33794206	8.721852969
1388	6.336037015	8.719404141
1389	6.334812783	8.717640072
1390	6.333313881	8.715304722
1391	6.332296973	8.713776104
1392	6.331533854	8.712628853
1393	6.331046927	8.711807358
1394	6.330079099	8.710202241
1395	6.328744363	8.708314456
1396	6.327923976	8.707156605
1397	6.327870737	8.7070756
1398	6.326430281	8.705134813
1399	6.325215752	8.703317317
1400	6.323674276	8.700998141
1401	6.321913278	8.69844529
1402	6.320728513	8.696914172
1403	6.319260448	8.695068363
1404	6.318162015	8.693642613
1405	6.317265568	8.692471882
1406	6.315836428	8.690394767
1407	6.315131619	8.689336842
1408	6.314718094	8.688727338
1409	6.313310326	8.686725626
1410	6.311626888	8.684294719
1411	6.310363455	8.68239123
1412	6.30895019	8.680572237
1413	6.307842956	8.678939405
1414	6.306641675	8.677337311
1415	6.305216532	8.675257818
1416	6.303971124	8.673454866
1417	6.302092414	8.671015429
1418	6.300320939	8.668612488
1419	6.299188921	8.667160596
1420	6.297353925	8.665068093
1421	6.296431424	8.663876956
1422	6.295016256	8.662049667
1423	6.294320589	8.661271486
1424	6.293370238	8.660040533
1425	6.291230695	8.657370205
1426	6.290328693	8.655902007
1427	6.289352278	8.654778989
1428	6.288293423	8.653398795
1429	6.286261686	8.651004234
1430	6.285058763	8.649375901
1431	6.283213851	8.647049272
1432	6.281851353	8.645189939
1433	6.280630699	8.643449331
1434	6.279778047	8.642252278
1435	6.27927948	8.64157435
1436	6.277996283	8.640024192
1437	6.276848064	8.638708142
1438	6.276035777	8.637404916
1439	6.274751378	8.635578791
1440	6.274142741	8.634609832
1441	6.273117755	8.633224804
1442	6.271966057	8.631723946
1443	6.270722157	8.630075431
1444	6.269235202	8.628171206
1445	6.268190912	8.626858394
1446	6.267087864	8.625489536
1447	6.265945576	8.623804345
1448	6.264880339	8.622218053
1449	6.263417383	8.620216449
1450	6.262546298	8.619100389
1451	6.261317341	8.617315549
1452	6.260156832	8.615711354
1453	6.259223077	8.614405674
1454	6.258520352	8.613407979
1455	6.257925418	8.612604945
1456	6.257032301	8.611432462
1457	6.255960364	8.609994105
1458	6.255072591	8.608712877
1459	6.253369639	8.606579247
1460	6.252354023	8.604936515
1461	6.251004901	8.603006669
1462	6.250049969	8.601866952
1463	6.248944728	8.600517502
1464	6.247844889	8.598873015
1465	6.246057999	8.596719597
1466	6.245120017	8.595355574
1467	6.243755574	8.593494138
1468	6.242493188	8.591725211
1469	6.241332197	8.590319243
1470	6.24058122	8.589171773
1471	6.24009885	8.588638166
1472	6.239221363	8.587422116
1473	6.237859809	8.585391986
1474	6.236725738	8.583739811
1475	6.236107247	8.582835764
1476	6.234388631	8.580316589
1477	6.233595343	8.579302021
1478	6.232369038	8.577671322
1479	6.231274246	8.576230287
1480	6.230095929	8.574913079
1481	6.229122376	8.573204463
1482	6.227761368	8.571508461
1483	6.226171302	8.569476579
1484	6.225028838	8.568032731
1485	6.223935426	8.566549653
1486	6.222622828	8.564623622
1487	6.220765842	8.562035971
1488	6.219684211	8.560743671
1489	6.218340533	8.558819607
1490	6.217213716	8.557495146
1491	6.21634754	8.556237757
1492	6.215255948	8.554579327
1493	6.213945124	8.552650547
1494	6.213185677	8.551541481
1495	6.212819257	8.551079948
1496	6.21170169	8.549722023
1497	6.210368136	8.548031613
1498	6.208894652	8.546154912
1499	6.208260512	8.545197159
1500	6.206895941	8.543350864
1501	6.20573895	8.541759486
1502	6.204879738	8.540664426
1503	6.203768802	8.538824836
1504	6.202502264	8.536861143
1505	6.201577719	8.535610767
1506	6.199924245	8.533093104
1507	6.199102315	8.531808668
1508	6.198462634	8.530905079
1509	6.197282938	8.52909365
1510	6.195831594	8.52681982
1511	6.194830743	8.525505166
1512	6.193909548	8.524436689
1513	6.192972285	8.522995171
1514	6.192314644	8.522022088
1515	6.191328049	8.520792946
1516	6.190212388	8.519338517
1517	6.189296425	8.518073055
1518	6.188248912	8.516501359
1519	6.186995601	8.515033072
1520	6.184913275	8.512538154
1521	6.183164848	8.510192683
1522	6.182320725	8.509022423
1523	6.180767018	8.506887463
1524	6.179586296	8.504907017
1525	6.179396566	8.504640416
1526	6.178208338	8.502980555
1527	6.177163662	8.501545486
1528	6.176668867	8.500712912
1529	6.17571458	8.499425208
1530	6.17393932	8.496754086
1531	6.172608302	8.495058156
1532	6.171544944	8.493727447
1533	6.170348971	8.492065955
1534	6.169358345	8.49070304
1535	6.167632894	8.48832204
1536	6.16698741	8.487483679
1537	6.166120491	8.486245849
1538	6.164514944	8.484203501
1539	6.163499787	8.482400548
1540	6.162299209	8.480609387
1541	6.161115723	8.478995317
1542	6.160291487	8.477846384
1543	6.15856161	8.47560006
1544	6.157669941	8.474329627
1545	6.156682567	8.473046492
1546	6.15559043	8.471395989
1547	6.154554177	8.470011512
1548	6.153960072	8.469238049
1549	6.153370175	8.468318176
1550	6.152670286	8.467209842
1551	6.151460237	8.465433149
1552	6.150703049	8.464331377
1553	6.150459997	8.463973918
1554	6.148372895	8.461214447
1555	6.147622383	8.460057337
1556	6.146174228	8.457834909
1557	6.144723294	8.455874625
1558	6.14366607	8.454655166
1559	6.142671781	8.453158269
1560	6.141865772	8.452103924
1561	6.141769581	8.452010693
1562	6.140460136	8.450175884
1563	6.139810106	8.449172849
1564	6.138668751	8.447470729
1565	6.138419975	8.447044562
1566	6.136569265	8.444593018
1567	6.136036573	8.443690554
1568	6.134552277	8.441509402
1569	6.133960412	8.440602134
1570	6.133278292	8.439679411
1571	6.132673387	8.43896024
1572	6.131151563	8.436960051
1573	6.130927815	8.43670967
1574	6.130284186	8.435761521
1575	6.129207685	8.434273336
1576	6.128034755	8.432714876
1577	6.126955953	8.431213504
1578	6.126073144	8.429685736
1579	6.12515257	8.428523691
1580	6.12406048	8.426858798
1581	6.122523914	8.424971358
1582	6.121293692	8.423086788
1583	6.119839624	8.420963093
1584	6.118804617	8.419626801
1585	6.117409324	8.417712666
1586	6.116143364	8.41566739
1587	6.114556595	8.41350877
1588	6.114037793	8.412467264
1589	6.113461756	8.411474606
1590	6.112019287	8.409388507
1591	6.111082643	8.408107403
1592	6.109315112	8.405829851
1593	6.107849346	8.404005886
1594	6.10755072	8.403385826
1595	6.106098734	8.40119441
1596	6.106040748	8.401134387
1597	6.105116179	8.39970843
1598	6.104073512	8.398200728
1599	6.102729327	8.396429524
1600	6.101737688	8.395154658
1601	6.100828707	8.394026121
1602	6.099347264	8.392139069
1603	6.098051405	8.39057397
1604	6.097514218	8.389821912
1605	6.097352475	8.389512712
1606	6.095672718	8.387338992
1607	6.094668875	8.385945534
1608	6.09350666	8.384565965
1609	6.092848661	8.383648416
1610	6.092738616	8.383479239
1611	6.091514244	8.381852668
1612	6.090661231	8.38068486
1613	6.088705315	8.378430059
1614	6.087380787	8.37668807
1615	6.08655169	8.375659748
1616	6.085774468	8.37462631
1617	6.084788529	8.372999828
1618	6.082754605	8.370207918
1619	6.081997037	8.36924175
1620	6.081032065	8.367938527
1621	6.080338947	8.367173771
1622	6.079382911	8.36594041
1623	6.078311962	8.36453886
1624	6.077509014	8.363424108
1625	6.075864099	8.361253541
1626	6.075460227	8.360627607
1627	6.074730431	8.359561125
1628	6.073275204	8.357785889
1629	6.072502557	8.35687933
1630	6.07094419	8.354783523
1631	6.070592513	8.354191537
1632	6.070093201	8.353483842
1633	6.069877103	8.353225726
1634	6.069433601	8.35263183
1635	6.068137107	8.350658978
1636	6.067549079	8.349765029
1637	6.066689455	8.348582702
1638	6.065886589	8.34733414
1639	6.064870611	8.345900874
1640	6.063299258	8.343803097
1641	6.063267003	8.343766067
1642	6.062245236	8.342414319
1643	6.060599479	8.34016352
1644	6.059934738	8.339237287
1645	6.058727931	8.337614908
1646	6.058104215	8.336720229
1647	6.05695853	8.3351535
1648	6.056332698	8.334064978
1649	6.055128397	8.332313124
1650	6.053909625	8.33072531
1651	6.053669476	8.330414649
1652	6.053231223	8.329866586
1653	6.052697593	8.328906834
1654	6.051240212	8.326801246
1655	6.050291847	8.325594285
1656	6.049034317	8.323983056
1657	6.048078709	8.322612317
1658	6.047483908	8.3216714
1659	6.046475579	8.320408967
1660	6.045152726	8.31870507
1661	6.044353759	8.317547182
1662	6.043167231	8.316000545
1663	6.042097112	8.314392626
1664	6.041396279	8.313391716
1665	6.040704238	8.312434886
1666	6.039348018	8.310228402
1667	6.037448293	8.307632345
1668	6.035743858	8.305280185
1669	6.034904696	8.3040363
1670	6.034856628	8.303989592
1671	6.033146905	8.30177961
1672	6.03166833	8.29959448
1673	6.030526437	8.297960193
1674	6.029904225	8.297157012
1675	6.028549093	8.295335199
1676	6.026998279	8.293109495
1677	6.025683676	8.291152112
1678	6.024594319	8.289653483
1679	6.022476275	8.287160427
1680	6.021702539	8.28607741
1681	6.020410099	8.284407336
1682	6.019686294	8.283243117
1683	6.018991217	8.282263594
1684	6.01739254	8.28034546
1685	6.016243316	8.278895111
1686	6.014749807	8.276853278
1687	6.01409425	8.275672886
1688	6.0129981	8.274312116
1689	6.012044127	8.272940199
1690	6.011209874	8.27180807
1691	6.009363435	8.269509577
1692	6.0083328	8.268033701
1693	6.007383695	8.26686067
1694	6.006333452	8.265154434
1695	6.005559378	8.263933642
1696	6.004497776	8.262524945
1697	6.003161037	8.260546711
1698	6.002228635	8.259081939
1699	6.001531954	8.258115388
1700	6.000432073	8.256554626
1701	5.998954405	8.254461735
1702	5.997843185	8.252874578
1703	5.997707151	8.252624848
1704	5.996537507	8.251326502
1705	5.996518166	8.251306833
1706	5.995451563	8.249765292
1707	5.994636886	8.248786611
1708	5.993979647	8.247793842
1709	5.993014249	8.246519701
1710	5.991568104	8.244406733
1711	5.990575564	8.243104681
1712	5.989522266	8.241818944
1713	5.988820197	8.240714251
1714	5.987851554	8.239344794
1715	5.986855203	8.238031169
1716	5.98571725	8.236326518
1717	5.984945493	8.235024425
1718	5.984962141	8.23498072
1719	5.983854991	8.233634456
1720	5.982666511	8.232117835
1721	5.981983797	8.231146479
1722	5.981145818	8.229841891
1723	5.980183845	8.228526579
1724	5.97871108	8.226488107
1725	5.977248008	8.224415056
1726	5.975925268	8.222759922
1727	5.975098334	8.221418874
1728	5.972901248	8.218258707
1729	5.971501325	8.216427716
1730	5.970362056	8.214972292
1731	5.970209629	8.214738389
1732	5.969298175	8.213472471
1733	5.96788106	8.211474969
1734	5.96705192	8.210404696
1735	5.965835683	8.208823836
1736	5.964849107	8.207380446
1737	5.964574273	8.207100121
1738	5.963916019	8.206291612
1739	5.962724038	8.204734515
1740	5.961828012	8.203565556
1741	5.960351396	8.201391676
1742	5.959516974	8.200247705
1743	5.958925283	8.199191075
1744	5.957919013	8.197842578
1745	5.957809481	8.19767803
1746	5.956877431	8.196439263
1747	5.95576689	8.194784106
1748	5.955184512	8.194096819
1749	5.954067906	8.192596119
1750	5.952832539	8.190932663
1751	5.95197657	8.189752295
1752	5.95134051	8.189010787
1753	5.950291566	8.187617749
1754	5.949252672	8.186272155
1755	5.948034222	8.184713947
1756	5.94733193	8.183566529
1757	5.945937291	8.181803088
1758	5.944460416	8.179952828
1759	5.943991201	8.179161687
1760	5.943265584	8.17821202
1761	5.942116959	8.176574172
1762	5.941217865	8.175248594
1763	5.940063698	8.173881941
1764	5.939421789	8.17287543
1765	5.937574536	8.170171346
1766	5.936437068	8.168638342
1767	5.936241053	8.168414198
1768	5.935385297	8.167316797
1769	5.934681505	8.166446692
1770	5.933451965	8.164766995
1771	5.932246758	8.163115673
1772	5.930954524	8.161138623
1773	5.929751674	8.159653813
1774	5.928217458	8.15759214
1775	5.927044897	8.156031188
1776	5.925984168	8.154639508
1777	5.925031402	8.153358715
1778	5.924780303	8.153157875
1779	5.924333703	8.152390817
1780	5.923068051	8.150559946
1781	5.923052604	8.150549067
1782	5.922120681	8.149148861
1783	5.920634627	8.147154246
1784	5.919623175	8.145863876
1785	5.918839476	8.144852192
1786	5.918083348	8.14378711
1787	5.917087472	8.142472635
1788	5.915883402	8.140680099
1789	5.915115578	8.139753972
1790	5.914376996	8.138720695
1791	5.913574312	8.137597453
1792	5.912478359	8.136135025
1793	5.911494639	8.134672492
1794	5.910163251	8.132996274
1795	5.909248394	8.131788417
1796	5.908408461	8.130736808
1797	5.907442769	8.129216044
1798	5.906571536	8.128077441
1799	5.905991752	8.12720319
1800	5.905843621	8.127038691
1801	5.904803791	8.125619499
1802	5.903959482	8.124379279
1803	5.902371818	8.12218862
1804	5.902202491	8.121852583
1805	5.901196883	8.120449288
1806	5.900211261	8.119179139
1807	5.898933909	8.11759303
1808	5.898299164	8.116813511
1809	5.897652191	8.11594493
1810	5.896636083	8.11463144
1811	5.895952294	8.11351663
1812	5.894007129	8.110836878
1813	5.893722823	8.110553929
1814	5.892606081	8.109050005
1815	5.890917056	8.10703536
1816	5.889781995	8.105528847
1817	5.889418441	8.10502393
1818	5.888522003	8.103812689
1819	5.887259704	8.102047992
1820	5.886176216	8.100545332
1821	5.885072353	8.099107303
1822	5.884800564	8.098690528
1823	5.883847749	8.097513499
1824	5.882307424	8.095485572
1825	5.881631331	8.094445731
1826	5.880824568	8.093380084
1827	5.880185451	8.092306817
1828	5.879827319	8.09174776
1829	5.878650069	8.090131485
1830	5.877308316	8.088463212
1831	5.876284693	8.086827944
1832	5.875636046	8.085810024
1833	5.874079352	8.083673001
1834	5.873096919	8.082233591
1835	5.872380188	8.08123343
1836	5.871137197	8.079532953
1837	5.870385591	8.078512886
1838	5.870283614	8.078401453
1839	5.869655368	8.07748752
1840	5.868645471	8.076384357
1841	5.867812347	8.075387313
1842	5.866697932	8.073682854
1843	5.866167162	8.073010097
1844	5.865570146	8.072221694
1845	5.864955793	8.071238946
1846	5.864138082	8.070096483
1847	5.863622663	8.069281265
1848	5.862703496	8.067904747
1849	5.861219043	8.065646059
1850	5.859849305	8.063716174
1851	5.858842248	8.062263678
1852	5.857613061	8.060692767
1853	5.856775549	8.059486349
1854	5.85618701	8.058578115
1855	5.855359204	8.057416499
1856	5.853912166	8.055548723
1857	5.853133963	8.054659876
1858	5.851407223	8.052041884
1859	5.85067358	8.051134113
1860	5.849708356	8.049901452
1861	5.849062908	8.049029262
1862	5.848043441	8.047580708
1863	5.847409804	8.046888186
1864	5.846534807	8.045637451
1865	5.844989369	8.043582303
1866	5.843821595	8.042009975
1867	5.842936586	8.040760526
1868	5.842155835	8.039473725
1869	5.841442735	8.038438481
1870	5.840644233	8.037500476
1871	5.839074675	8.035397559
1872	5.838150717	8.034106512
1873	5.836209218	8.031741846
1874	5.834614678	8.029561101
1875	5.833703097	8.028305722
1876	5.832618785	8.026554812
1877	5.831006169	8.024564989
1878	5.829895536	8.022893447
1879	5.829273641	8.022117615
1880	5.828320502	8.020695893
1881	5.827559182	8.019679542
1882	5.82670151	8.018491812
1883	5.825487969	8.01689813
1884	5.825448893	8.016852106
1885	5.82389586	8.014794109
1886	5.822932401	8.013472319
1887	5.821975744	8.012126719
1888	5.82103887	8.010846735
1889	5.820030921	8.009442402
1890	5.819121632	8.008180558
1891	5.8179991	8.006414642
1892	5.816851608	8.004663562
1893	5.816339106	8.00387606
1894	5.815329694	8.002582504
1895	5.814844479	8.001851857
1896	5.813750196	8.000448242
1897	5.812672096	7.999025361
1898	5.812145835	7.998241748
1899	5.811362737	7.997387081
1900	5.810088187	7.995675032
1901	5.808892076	7.994132003
1902	5.808756909	7.993950231
1903	5.808459336	7.993431748
1904	5.807611073	7.992258881
1905	5.807252516	7.991633586
1906	5.806736867	7.990948913
1907	5.80625165	7.99012736
1908	5.805481417	7.989062861
1909	5.80370577	7.986871006
1910	5.802850274	7.985542268
1911	5.801915107	7.984290743
1912	5.801190121	7.983385755
1913	5.799917136	7.981683042
1914	5.799106505	7.980566149
1915	5.798216632	7.979476165
1916	5.797378997	7.978355657
1917	5.796741178	7.977612046
1918	5.795696224	7.976168133
1919	5.794233857	7.974325632
1920	5.793706178	7.97351524
1921	5.793112579	7.972587112
1922	5.792253067	7.971350748
1923	5.790634977	7.969448726
1924	5.790468876	7.969256918
1925	5.789551694	7.967970193
1926	5.788466745	7.966521895
1927	5.787866929	7.965729134
1928	5.786768533	7.964323694
1929	5.785956291	7.963161868
